;IdColumnIndex=0
5000:0=5000,1=200217,2=20017,3=19,6=1065353216
6442:0=6442,1=200373,2=20173,3=19,6=1065353216
6443:0=6443,1=200373,2=20173,3=19,6=1065353216
6444:0=6444,1=200373,2=20173,3=19,6=1065353216
6445:0=6445,1=200373,2=20173,3=19,6=1065353216
6446:0=6446,1=200374,2=20174,3=19,6=1065353216
6447:0=6447,1=200374,2=20174,3=19,6=1065353216
6448:0=6448,1=200374,2=20174,3=19,6=1065353216
6449:0=6449,1=200374,2=20174,3=19,6=1065353216
6450:0=6450,1=200374,2=20174,3=19,6=1065353216
6451:0=6451,1=200374,2=20174,3=19,6=1065353216
6452:0=6452,1=200374,2=20174,3=19,6=1065353216
6453:0=6453,1=200374,2=20174,3=19,6=1065353216
6454:0=6454,1=200374,2=20174,3=19,6=1065353216
6455:0=6455,1=200374,2=20174,3=19,6=1065353216
6456:0=6456,1=200374,2=20174,3=19,6=1065353216
6457:0=6457,1=200374,2=20174,3=19,6=1065353216
6458:0=6458,1=200374,2=20174,3=19,6=1065353216
6459:0=6459,1=200374,2=20174,3=19,6=1065353216
6460:0=6460,1=200374,2=20174,3=19,6=1065353216
6461:0=6461,1=200374,2=20174,3=19,6=1065353216
6462:0=6462,1=200374,2=20174,3=19,6=1065353216
6463:0=6463,1=200375,2=20175,3=19,6=1065353216
6464:0=6464,1=200375,2=20175,3=19,6=1065353216
6465:0=6465,1=200375,2=20175,3=19,6=1065353216
6466:0=6466,1=200375,2=20175,3=19,6=1065353216
6467:0=6467,1=200375,2=20175,3=19,6=1065353216
6468:0=6468,1=200375,2=20175,3=19,6=1065353216
6469:0=6469,1=200375,2=20175,3=19,6=1065353216
6470:0=6470,1=200375,2=20175,3=19,6=1065353216
6471:0=6471,1=200375,2=20175,3=19,6=1065353216
6472:0=6472,1=200375,2=20175,3=19,6=1065353216
6473:0=6473,1=200375,2=20175,3=19,6=1065353216
6474:0=6474,1=200375,2=20175,3=19,6=1065353216
6475:0=6475,1=200375,2=20175,3=19,6=1065353216
6476:0=6476,1=200375,2=20175,3=19,6=1065353216
6477:0=6477,1=200375,2=20175,3=19,6=1065353216
6478:0=6478,1=200375,2=20175,3=19,6=1065353216
6479:0=6479,1=200375,2=20175,3=19,6=1065353216
6480:0=6480,1=200375,2=20175,3=19,6=1065353216
6481:0=6481,1=200376,2=20176,3=19,6=1065353216
6482:0=6482,1=200376,2=20176,3=19,6=1065353216
6483:0=6483,1=200376,2=20176,3=19,6=1065353216
6484:0=6484,1=200376,2=20176,3=19,6=1065353216
6485:0=6485,1=200376,2=20176,3=19,6=1065353216
6486:0=6486,1=200376,2=20176,3=19,6=1065353216
6487:0=6487,1=200376,2=20176,3=19,6=1065353216
6488:0=6488,1=200376,2=20176,3=19,6=1065353216
6489:0=6489,1=200376,2=20176,3=19,6=1065353216
6490:0=6490,1=200376,2=20176,3=19,6=1065353216
6491:0=6491,1=200376,2=20176,3=19,6=1065353216
6492:0=6492,1=200376,2=20176,3=19,6=1065353216
6493:0=6493,1=200376,2=20176,3=19,6=1065353216
6494:0=6494,1=200376,2=20176,3=19,6=1065353216
6495:0=6495,1=200376,2=20176,3=19,6=1065353216
6496:0=6496,1=200376,2=20176,3=19,6=1065353216
6497:0=6497,1=200376,2=20176,3=19,6=1065353216
6498:0=6498,1=200376,2=20176,3=19,6=1065353216
6499:0=6499,1=200377,2=20177,3=19,6=1065353216
6500:0=6500,1=200377,2=20177,3=19,6=1065353216
6501:0=6501,1=200377,2=20177,3=19,6=1065353216
6502:0=6502,1=200377,2=20177,3=19,6=1065353216
6503:0=6503,1=200377,2=20177,3=19,6=1065353216
6504:0=6504,1=200377,2=20177,3=19,6=1065353216
6505:0=6505,1=200377,2=20177,3=19,6=1065353216
6506:0=6506,1=200377,2=20177,3=19,6=1065353216
6507:0=6507,1=200377,2=20177,3=19,6=1065353216
6508:0=6508,1=200377,2=20177,3=19,6=1065353216
6509:0=6509,1=200377,2=20177,3=19,6=1065353216
6510:0=6510,1=200377,2=20177,3=19,6=1065353216
6511:0=6511,1=200377,2=20177,3=19,6=1065353216
6512:0=6512,1=200377,2=20177,3=19,6=1065353216
6513:0=6513,1=200377,2=20177,3=19,6=1065353216
6514:0=6514,1=200377,2=20177,3=19,6=1065353216
6515:0=6515,1=200377,2=20177,3=19,6=1065353216
6516:0=6516,1=200377,2=20177,3=19,6=1065353216
6517:0=6517,1=200377,2=20177,3=19,6=1065353216
6518:0=6518,1=200378,2=20178,3=19,6=1065353216
6519:0=6519,1=200378,2=20178,3=19,6=1065353216
6520:0=6520,1=200378,2=20178,3=19,6=1065353216
6521:0=6521,1=200378,2=20178,3=19,6=1065353216
6522:0=6522,1=200378,2=20178,3=19,6=1065353216
6523:0=6523,1=200378,2=20178,3=19,6=1065353216
6524:0=6524,1=200378,2=20178,3=19,6=1065353216
6525:0=6525,1=200378,2=20178,3=19,6=1065353216
6526:0=6526,1=200378,2=20178,3=19,6=1065353216
6527:0=6527,1=200378,2=20178,3=19,6=1065353216
6528:0=6528,1=200378,2=20178,3=19,6=1065353216
6529:0=6529,1=200378,2=20178,3=19,6=1065353216
6530:0=6530,1=200378,2=20178,3=19,6=1065353216
6531:0=6531,1=200378,2=20178,3=19,6=1065353216
6532:0=6532,1=200378,2=20178,3=19,6=1065353216
6533:0=6533,1=200378,2=20178,3=19,6=1065353216
6534:0=6534,1=200378,2=20178,3=19,6=1065353216
6535:0=6535,1=200378,2=20178,3=19,6=1065353216
6536:0=6536,1=200378,2=20178,3=19,6=1065353216
6537:0=6537,1=200379,2=20179,3=19,6=1065353216
6538:0=6538,1=200379,2=20179,3=19,6=1065353216
6539:0=6539,1=200379,2=20179,3=19,6=1065353216
6540:0=6540,1=200379,2=20179,3=19,6=1065353216
6541:0=6541,1=200379,2=20179,3=19,6=1065353216
6542:0=6542,1=200379,2=20179,3=19,6=1065353216
6543:0=6543,1=200379,2=20179,3=19,6=1065353216
6544:0=6544,1=200379,2=20179,3=19,6=1065353216
6545:0=6545,1=200379,2=20179,3=19,6=1065353216
6546:0=6546,1=200379,2=20179,3=19,6=1065353216
6547:0=6547,1=200379,2=20179,3=19,6=1065353216
6548:0=6548,1=200379,2=20179,3=19,6=1065353216
6549:0=6549,1=200379,2=20179,3=19,6=1065353216
6550:0=6550,1=200379,2=20179,3=19,6=1065353216
6551:0=6551,1=200379,2=20179,3=19,6=1065353216
6552:0=6552,1=200379,2=20179,3=19,6=1065353216
6553:0=6553,1=200379,2=20179,3=19,6=1065353216
6554:0=6554,1=200379,2=20179,3=19,6=1065353216
6555:0=6555,1=200379,2=20179,3=19,6=1065353216
6556:0=6556,1=200379,2=20179,3=19,6=1065353216
6557:0=6557,1=200380,2=20180,3=19,6=1065353216
6558:0=6558,1=200380,2=20180,3=19,6=1065353216
6559:0=6559,1=200380,2=20180,3=19,6=1065353216
6560:0=6560,1=200380,2=20180,3=19,6=1065353216
6561:0=6561,1=200380,2=20180,3=19,6=1065353216
6562:0=6562,1=200380,2=20180,3=19,6=1065353216
6563:0=6563,1=200380,2=20180,3=19,6=1065353216
6564:0=6564,1=200380,2=20180,3=19,6=1065353216
6565:0=6565,1=200380,2=20180,3=19,6=1065353216
6566:0=6566,1=200380,2=20180,3=19,6=1065353216
6567:0=6567,1=200380,2=20180,3=19,6=1065353216
6568:0=6568,1=200380,2=20180,3=19,6=1065353216
6569:0=6569,1=200380,2=20180,3=19,6=1065353216
6570:0=6570,1=200380,2=20180,3=19,6=1065353216
6571:0=6571,1=200380,2=20180,3=19,6=1065353216
6572:0=6572,1=200380,2=20180,3=19,6=1065353216
6573:0=6573,1=200380,2=20180,3=19,6=1065353216
6574:0=6574,1=200380,2=20180,3=19,6=1065353216
6575:0=6575,1=200380,2=20180,3=19,6=1065353216
6576:0=6576,1=200380,2=20180,3=19,6=1065353216
6577:0=6577,1=200381,2=20181,3=19,6=1065353216
6578:0=6578,1=200381,2=20181,3=19,6=1065353216
6579:0=6579,1=200381,2=20181,3=19,6=1065353216
6580:0=6580,1=200381,2=20181,3=19,6=1065353216
6581:0=6581,1=200381,2=20181,3=19,6=1065353216
6582:0=6582,1=200381,2=20181,3=19,6=1065353216
6583:0=6583,1=200381,2=20181,3=19,6=1065353216
6584:0=6584,1=200381,2=20181,3=19,6=1065353216
6585:0=6585,1=200381,2=20181,3=19,6=1065353216
6586:0=6586,1=200381,2=20181,3=19,6=1065353216
6587:0=6587,1=200381,2=20181,3=19,6=1065353216
6588:0=6588,1=200381,2=20181,3=19,6=1065353216
6589:0=6589,1=200381,2=20181,3=19,6=1065353216
6590:0=6590,1=200381,2=20181,3=19,6=1065353216
6591:0=6591,1=200381,2=20181,3=19,6=1065353216
6592:0=6592,1=200381,2=20181,3=19,6=1065353216
6593:0=6593,1=200381,2=20181,3=19,6=1065353216
6594:0=6594,1=200381,2=20181,3=19,6=1065353216
6595:0=6595,1=200381,2=20181,3=19,6=1065353216
6596:0=6596,1=200381,2=20181,3=19,6=1065353216
6597:0=6597,1=200381,2=20181,3=19,6=1065353216
6598:0=6598,1=200382,2=20182,3=19,6=1065353216
6599:0=6599,1=200382,2=20182,3=19,6=1065353216
6600:0=6600,1=200382,2=20182,3=19,6=1065353216
6601:0=6601,1=200382,2=20182,3=19,6=1065353216
6602:0=6602,1=200382,2=20182,3=19,6=1065353216
6603:0=6603,1=200382,2=20182,3=19,6=1065353216
6604:0=6604,1=200382,2=20182,3=19,6=1065353216
6605:0=6605,1=200382,2=20182,3=19,6=1065353216
6606:0=6606,1=200382,2=20182,3=19,6=1065353216
6607:0=6607,1=200382,2=20182,3=19,6=1065353216
6608:0=6608,1=200382,2=20182,3=19,6=1065353216
6609:0=6609,1=200382,2=20182,3=19,6=1065353216
6610:0=6610,1=200382,2=20182,3=19,6=1065353216
6611:0=6611,1=200382,2=20182,3=19,6=1065353216
6612:0=6612,1=200382,2=20182,3=19,6=1065353216
6613:0=6613,1=200382,2=20182,3=19,6=1065353216
6614:0=6614,1=200382,2=20182,3=19,6=1065353216
6615:0=6615,1=200382,2=20182,3=19,6=1065353216
6616:0=6616,1=200382,2=20182,3=19,6=1065353216
6617:0=6617,1=200382,2=20182,3=19,6=1065353216
6618:0=6618,1=200382,2=20182,3=19,6=1065353216
6619:0=6619,1=200382,2=20182,3=19,6=1065353216
6620:0=6620,1=200383,2=20183,3=19,6=1065353216
6621:0=6621,1=200383,2=20183,3=19,6=1065353216
6622:0=6622,1=200383,2=20183,3=19,6=1065353216
6623:0=6623,1=200383,2=20183,3=19,6=1065353216
6624:0=6624,1=200383,2=20183,3=19,6=1065353216
6625:0=6625,1=200383,2=20183,3=19,6=1065353216
6626:0=6626,1=200383,2=20183,3=19,6=1065353216
6627:0=6627,1=200383,2=20183,3=19,6=1065353216
6628:0=6628,1=200383,2=20183,3=19,6=1065353216
6629:0=6629,1=200383,2=20183,3=19,6=1065353216
6630:0=6630,1=200383,2=20183,3=19,6=1065353216
6631:0=6631,1=200383,2=20183,3=19,6=1065353216
6632:0=6632,1=200383,2=20183,3=19,6=1065353216
6633:0=6633,1=200383,2=20183,3=19,6=1065353216
6634:0=6634,1=200383,2=20183,3=19,6=1065353216
6635:0=6635,1=200383,2=20183,3=19,6=1065353216
6636:0=6636,1=200383,2=20183,3=19,6=1065353216
6637:0=6637,1=200383,2=20183,3=19,6=1065353216
6638:0=6638,1=200383,2=20183,3=19,6=1065353216
6639:0=6639,1=200383,2=20183,3=19,6=1065353216
6640:0=6640,1=200383,2=20183,3=19,6=1065353216
6641:0=6641,1=200383,2=20183,3=19,6=1065353216
6642:0=6642,1=200384,2=20184,3=19,6=1065353216
6643:0=6643,1=200384,2=20184,3=19,6=1065353216
6644:0=6644,1=200384,2=20184,3=19,6=1065353216
6645:0=6645,1=200384,2=20184,3=19,6=1065353216
6646:0=6646,1=200384,2=20184,3=19,6=1065353216
6647:0=6647,1=200384,2=20184,3=19,6=1065353216
6648:0=6648,1=200384,2=20184,3=19,6=1065353216
6649:0=6649,1=200384,2=20184,3=19,6=1065353216
6650:0=6650,1=200384,2=20184,3=19,6=1065353216
6651:0=6651,1=200384,2=20184,3=19,6=1065353216
6652:0=6652,1=200384,2=20184,3=19,6=1065353216
6653:0=6653,1=200384,2=20184,3=19,6=1065353216
6654:0=6654,1=200384,2=20184,3=19,6=1065353216
6655:0=6655,1=200384,2=20184,3=19,6=1065353216
6656:0=6656,1=200384,2=20184,3=19,6=1065353216
6657:0=6657,1=200384,2=20184,3=19,6=1065353216
6658:0=6658,1=200384,2=20184,3=19,6=1065353216
6659:0=6659,1=200384,2=20184,3=19,6=1065353216
6660:0=6660,1=200384,2=20184,3=19,6=1065353216
6661:0=6661,1=200384,2=20184,3=19,6=1065353216
6662:0=6662,1=200384,2=20184,3=19,6=1065353216
6663:0=6663,1=200384,2=20184,3=19,6=1065353216
6664:0=6664,1=200384,2=20184,3=19,6=1065353216
6665:0=6665,1=200385,2=20185,3=19,6=1065353216
6666:0=6666,1=200385,2=20185,3=19,6=1065353216
6667:0=6667,1=200385,2=20185,3=19,6=1065353216
6668:0=6668,1=200385,2=20185,3=19,6=1065353216
6669:0=6669,1=200385,2=20185,3=19,6=1065353216
6670:0=6670,1=200385,2=20185,3=19,6=1065353216
6671:0=6671,1=200385,2=20185,3=19,6=1065353216
6672:0=6672,1=200385,2=20185,3=19,6=1065353216
6673:0=6673,1=200385,2=20185,3=19,6=1065353216
6674:0=6674,1=200385,2=20185,3=19,6=1065353216
6675:0=6675,1=200385,2=20185,3=19,6=1065353216
6676:0=6676,1=200385,2=20185,3=19,6=1065353216
6677:0=6677,1=200385,2=20185,3=19,6=1065353216
6678:0=6678,1=200385,2=20185,3=19,6=1065353216
6679:0=6679,1=200385,2=20185,3=19,6=1065353216
6680:0=6680,1=200385,2=20185,3=19,6=1065353216
6681:0=6681,1=200385,2=20185,3=19,6=1065353216
6682:0=6682,1=200385,2=20185,3=19,6=1065353216
6683:0=6683,1=200385,2=20185,3=19,6=1065353216
6684:0=6684,1=200385,2=20185,3=19,6=1065353216
6685:0=6685,1=200385,2=20185,3=19,6=1065353216
6686:0=6686,1=200385,2=20185,3=19,6=1065353216
6687:0=6687,1=200385,2=20185,3=19,6=1065353216
6688:0=6688,1=200386,2=20186,3=19,6=1065353216
6689:0=6689,1=200386,2=20186,3=19,6=1065353216
6690:0=6690,1=200386,2=20186,3=19,6=1065353216
6691:0=6691,1=200386,2=20186,3=19,6=1065353216
6692:0=6692,1=200386,2=20186,3=19,6=1065353216
6693:0=6693,1=200386,2=20186,3=19,6=1065353216
6694:0=6694,1=200386,2=20186,3=19,6=1065353216
6695:0=6695,1=200386,2=20186,3=19,6=1065353216
6696:0=6696,1=200386,2=20186,3=19,6=1065353216
6697:0=6697,1=200386,2=20186,3=19,6=1065353216
6698:0=6698,1=200386,2=20186,3=19,6=1065353216
6699:0=6699,1=200386,2=20186,3=19,6=1065353216
6700:0=6700,1=200386,2=20186,3=19,6=1065353216
6701:0=6701,1=200386,2=20186,3=19,6=1065353216
6702:0=6702,1=200386,2=20186,3=19,6=1065353216
6703:0=6703,1=200386,2=20186,3=19,6=1065353216
6704:0=6704,1=200386,2=20186,3=19,6=1065353216
6705:0=6705,1=200386,2=20186,3=19,6=1065353216
6706:0=6706,1=200386,2=20186,3=19,6=1065353216
6707:0=6707,1=200386,2=20186,3=19,6=1065353216
6708:0=6708,1=200386,2=20186,3=19,6=1065353216
6709:0=6709,1=200386,2=20186,3=19,6=1065353216
6710:0=6710,1=200386,2=20186,3=19,6=1065353216
6711:0=6711,1=200386,2=20186,3=19,6=1065353216
6712:0=6712,1=200387,2=20187,3=19,6=1065353216
6713:0=6713,1=200387,2=20187,3=19,6=1065353216
6714:0=6714,1=200387,2=20187,3=19,6=1065353216
6715:0=6715,1=200387,2=20187,3=19,6=1065353216
6716:0=6716,1=200387,2=20187,3=19,6=1065353216
6717:0=6717,1=200387,2=20187,3=19,6=1065353216
6718:0=6718,1=200387,2=20187,3=19,6=1065353216
6719:0=6719,1=200387,2=20187,3=19,6=1065353216
6720:0=6720,1=200387,2=20187,3=19,6=1065353216
6721:0=6721,1=200387,2=20187,3=19,6=1065353216
6722:0=6722,1=200387,2=20187,3=19,6=1065353216
6723:0=6723,1=200387,2=20187,3=19,6=1065353216
6724:0=6724,1=200387,2=20187,3=19,6=1065353216
6725:0=6725,1=200387,2=20187,3=19,6=1065353216
6726:0=6726,1=200387,2=20187,3=19,6=1065353216
6727:0=6727,1=200387,2=20187,3=19,6=1065353216
6728:0=6728,1=200387,2=20187,3=19,6=1065353216
6729:0=6729,1=200387,2=20187,3=19,6=1065353216
6730:0=6730,1=200387,2=20187,3=19,6=1065353216
6731:0=6731,1=200387,2=20187,3=19,6=1065353216
6732:0=6732,1=200387,2=20187,3=19,6=1065353216
6733:0=6733,1=200387,2=20187,3=19,6=1065353216
6734:0=6734,1=200387,2=20187,3=19,6=1065353216
6735:0=6735,1=200387,2=20187,3=19,6=1065353216
6736:0=6736,1=200388,2=20188,3=19,6=1065353216
6737:0=6737,1=200388,2=20188,3=19,6=1065353216
6738:0=6738,1=200388,2=20188,3=19,6=1065353216
6739:0=6739,1=200388,2=20188,3=19,6=1065353216
6740:0=6740,1=200388,2=20188,3=19,6=1065353216
6741:0=6741,1=200388,2=20188,3=19,6=1065353216
6742:0=6742,1=200388,2=20188,3=19,6=1065353216
6743:0=6743,1=200388,2=20188,3=19,6=1065353216
6744:0=6744,1=200388,2=20188,3=19,6=1065353216
6745:0=6745,1=200388,2=20188,3=19,6=1065353216
6746:0=6746,1=200388,2=20188,3=19,6=1065353216
6747:0=6747,1=200388,2=20188,3=19,6=1065353216
6748:0=6748,1=200388,2=20188,3=19,6=1065353216
6749:0=6749,1=200388,2=20188,3=19,6=1065353216
6750:0=6750,1=200388,2=20188,3=19,6=1065353216
6751:0=6751,1=200388,2=20188,3=19,6=1065353216
6752:0=6752,1=200388,2=20188,3=19,6=1065353216
6753:0=6753,1=200388,2=20188,3=19,6=1065353216
6754:0=6754,1=200388,2=20188,3=19,6=1065353216
6755:0=6755,1=200388,2=20188,3=19,6=1065353216
6756:0=6756,1=200388,2=20188,3=19,6=1065353216
6757:0=6757,1=200388,2=20188,3=19,6=1065353216
6758:0=6758,1=200388,2=20188,3=19,6=1065353216
6759:0=6759,1=200388,2=20188,3=19,6=1065353216
6760:0=6760,1=200388,2=20188,3=19,6=1065353216
6761:0=6761,1=200389,2=20189,3=19,6=1065353216
6762:0=6762,1=200389,2=20189,3=19,6=1065353216
6763:0=6763,1=200389,2=20189,3=19,6=1065353216
6764:0=6764,1=200389,2=20189,3=19,6=1065353216
6765:0=6765,1=200389,2=20189,3=19,6=1065353216
6766:0=6766,1=200389,2=20189,3=19,6=1065353216
6767:0=6767,1=200389,2=20189,3=19,6=1065353216
6768:0=6768,1=200389,2=20189,3=19,6=1065353216
6769:0=6769,1=200389,2=20189,3=19,6=1065353216
6770:0=6770,1=200389,2=20189,3=19,6=1065353216
6771:0=6771,1=200389,2=20189,3=19,6=1065353216
6772:0=6772,1=200389,2=20189,3=19,6=1065353216
6773:0=6773,1=200389,2=20189,3=19,6=1065353216
6774:0=6774,1=200389,2=20189,3=19,6=1065353216
6775:0=6775,1=200389,2=20189,3=19,6=1065353216
6776:0=6776,1=200389,2=20189,3=19,6=1065353216
6777:0=6777,1=200389,2=20189,3=19,6=1065353216
6778:0=6778,1=200389,2=20189,3=19,6=1065353216
6779:0=6779,1=200389,2=20189,3=19,6=1065353216
6780:0=6780,1=200389,2=20189,3=19,6=1065353216
6781:0=6781,1=200389,2=20189,3=19,6=1065353216
6782:0=6782,1=200389,2=20189,3=19,6=1065353216
6783:0=6783,1=200389,2=20189,3=19,6=1065353216
6784:0=6784,1=200389,2=20189,3=19,6=1065353216
6785:0=6785,1=200389,2=20189,3=19,6=1065353216
6786:0=6786,1=200390,2=20190,3=19,6=1065353216
6787:0=6787,1=200390,2=20190,3=19,6=1065353216
6788:0=6788,1=200390,2=20190,3=19,6=1065353216
6789:0=6789,1=200390,2=20190,3=19,6=1065353216
6790:0=6790,1=200390,2=20190,3=19,6=1065353216
6791:0=6791,1=200390,2=20190,3=19,6=1065353216
6792:0=6792,1=200390,2=20190,3=19,6=1065353216
6793:0=6793,1=200390,2=20190,3=19,6=1065353216
6794:0=6794,1=200390,2=20190,3=19,6=1065353216
6795:0=6795,1=200390,2=20190,3=19,6=1065353216
6796:0=6796,1=200390,2=20190,3=19,6=1065353216
6797:0=6797,1=200390,2=20190,3=19,6=1065353216
6798:0=6798,1=200390,2=20190,3=19,6=1065353216
6799:0=6799,1=200390,2=20190,3=19,6=1065353216
6800:0=6800,1=200390,2=20190,3=19,6=1065353216
6801:0=6801,1=200390,2=20190,3=19,6=1065353216
6802:0=6802,1=200390,2=20190,3=19,6=1065353216
6803:0=6803,1=200390,2=20190,3=19,6=1065353216
6804:0=6804,1=200390,2=20190,3=19,6=1065353216
6805:0=6805,1=200390,2=20190,3=19,6=1065353216
6806:0=6806,1=200390,2=20190,3=19,6=1065353216
6807:0=6807,1=200390,2=20190,3=19,6=1065353216
6808:0=6808,1=200390,2=20190,3=19,6=1065353216
6809:0=6809,1=200390,2=20190,3=19,6=1065353216
6810:0=6810,1=200390,2=20190,3=19,6=1065353216
6811:0=6811,1=200390,2=20190,3=19,6=1065353216
6812:0=6812,1=200391,2=20191,3=19,6=1065353216
6813:0=6813,1=200391,2=20191,3=19,6=1065353216
6814:0=6814,1=200391,2=20191,3=19,6=1065353216
6815:0=6815,1=200391,2=20191,3=19,6=1065353216
6816:0=6816,1=200391,2=20191,3=19,6=1065353216
6817:0=6817,1=200391,2=20191,3=19,6=1065353216
6818:0=6818,1=200391,2=20191,3=19,6=1065353216
6819:0=6819,1=200391,2=20191,3=19,6=1065353216
6820:0=6820,1=200391,2=20191,3=19,6=1065353216
6821:0=6821,1=200391,2=20191,3=19,6=1065353216
6822:0=6822,1=200391,2=20191,3=19,6=1065353216
6823:0=6823,1=200391,2=20191,3=19,6=1065353216
6824:0=6824,1=200391,2=20191,3=19,6=1065353216
6825:0=6825,1=200391,2=20191,3=19,6=1065353216
6826:0=6826,1=200391,2=20191,3=19,6=1065353216
6827:0=6827,1=200391,2=20191,3=19,6=1065353216
6828:0=6828,1=200391,2=20191,3=19,6=1065353216
6829:0=6829,1=200391,2=20191,3=19,6=1065353216
6830:0=6830,1=200391,2=20191,3=19,6=1065353216
6831:0=6831,1=200391,2=20191,3=19,6=1065353216
6832:0=6832,1=200391,2=20191,3=19,6=1065353216
6833:0=6833,1=200391,2=20191,3=19,6=1065353216
6834:0=6834,1=200391,2=20191,3=19,6=1065353216
6835:0=6835,1=200391,2=20191,3=19,6=1065353216
6836:0=6836,1=200391,2=20191,3=19,6=1065353216
6837:0=6837,1=200391,2=20191,3=19,6=1065353216
6838:0=6838,1=200391,2=20191,3=19,6=1065353216
6839:0=6839,1=200392,2=20192,3=19,6=1065353216
6840:0=6840,1=200392,2=20192,3=19,6=1065353216
6841:0=6841,1=200392,2=20192,3=19,6=1065353216
6842:0=6842,1=200392,2=20192,3=19,6=1065353216
6843:0=6843,1=200392,2=20192,3=19,6=1065353216
6844:0=6844,1=200392,2=20192,3=19,6=1065353216
6845:0=6845,1=200392,2=20192,3=19,6=1065353216
6846:0=6846,1=200392,2=20192,3=19,6=1065353216
6847:0=6847,1=200392,2=20192,3=19,6=1065353216
6848:0=6848,1=200392,2=20192,3=19,6=1065353216
6849:0=6849,1=200392,2=20192,3=19,6=1065353216
6850:0=6850,1=200392,2=20192,3=19,6=1065353216
6851:0=6851,1=200392,2=20192,3=19,6=1065353216
6852:0=6852,1=200392,2=20192,3=19,6=1065353216
6853:0=6853,1=200392,2=20192,3=19,6=1065353216
6854:0=6854,1=200392,2=20192,3=19,6=1065353216
6855:0=6855,1=200392,2=20192,3=19,6=1065353216
6856:0=6856,1=200392,2=20192,3=19,6=1065353216
6857:0=6857,1=200392,2=20192,3=19,6=1065353216
6858:0=6858,1=200392,2=20192,3=19,6=1065353216
6859:0=6859,1=200392,2=20192,3=19,6=1065353216
6860:0=6860,1=200392,2=20192,3=19,6=1065353216
6861:0=6861,1=200392,2=20192,3=19,6=1065353216
6862:0=6862,1=200392,2=20192,3=19,6=1065353216
6863:0=6863,1=200392,2=20192,3=19,6=1065353216
6864:0=6864,1=200392,2=20192,3=19,6=1065353216
6865:0=6865,1=200392,2=20192,3=19,6=1065353216
6866:0=6866,1=200393,2=20193,3=19,6=1065353216
6867:0=6867,1=200393,2=20193,3=19,6=1065353216
6868:0=6868,1=200393,2=20193,3=19,6=1065353216
6869:0=6869,1=200393,2=20193,3=19,6=1065353216
6870:0=6870,1=200393,2=20193,3=19,6=1065353216
6871:0=6871,1=200393,2=20193,3=19,6=1065353216
6872:0=6872,1=200393,2=20193,3=19,6=1065353216
6873:0=6873,1=200393,2=20193,3=19,6=1065353216
6874:0=6874,1=200393,2=20193,3=19,6=1065353216
6875:0=6875,1=200393,2=20193,3=19,6=1065353216
6876:0=6876,1=200393,2=20193,3=19,6=1065353216
6877:0=6877,1=200393,2=20193,3=19,6=1065353216
6878:0=6878,1=200393,2=20193,3=19,6=1065353216
6879:0=6879,1=200393,2=20193,3=19,6=1065353216
6880:0=6880,1=200393,2=20193,3=19,6=1065353216
6881:0=6881,1=200393,2=20193,3=19,6=1065353216
6882:0=6882,1=200393,2=20193,3=19,6=1065353216
6883:0=6883,1=200393,2=20193,3=19,6=1065353216
6884:0=6884,1=200393,2=20193,3=19,6=1065353216
6885:0=6885,1=200393,2=20193,3=19,6=1065353216
6886:0=6886,1=200393,2=20193,3=19,6=1065353216
6887:0=6887,1=200393,2=20193,3=19,6=1065353216
6888:0=6888,1=200393,2=20193,3=19,6=1065353216
6889:0=6889,1=200393,2=20193,3=19,6=1065353216
6890:0=6890,1=200393,2=20193,3=19,6=1065353216
6891:0=6891,1=200393,2=20193,3=19,6=1065353216
6892:0=6892,1=200393,2=20193,3=19,6=1065353216
6893:0=6893,1=200393,2=20193,3=19,6=1065353216
6894:0=6894,1=200394,2=20194,3=19,6=1065353216
6895:0=6895,1=200394,2=20194,3=19,6=1065353216
6896:0=6896,1=200394,2=20194,3=19,6=1065353216
6897:0=6897,1=200394,2=20194,3=19,6=1065353216
6898:0=6898,1=200394,2=20194,3=19,6=1065353216
6899:0=6899,1=200394,2=20194,3=19,6=1065353216
6900:0=6900,1=200394,2=20194,3=19,6=1065353216
6901:0=6901,1=200394,2=20194,3=19,6=1065353216
6902:0=6902,1=200394,2=20194,3=19,6=1065353216
6903:0=6903,1=200394,2=20194,3=19,6=1065353216
6904:0=6904,1=200394,2=20194,3=19,6=1065353216
6905:0=6905,1=200394,2=20194,3=19,6=1065353216
6906:0=6906,1=200394,2=20194,3=19,6=1065353216
6907:0=6907,1=200394,2=20194,3=19,6=1065353216
6908:0=6908,1=200394,2=20194,3=19,6=1065353216
6909:0=6909,1=200394,2=20194,3=19,6=1065353216
6910:0=6910,1=200394,2=20194,3=19,6=1065353216
6911:0=6911,1=200394,2=20194,3=19,6=1065353216
6912:0=6912,1=200394,2=20194,3=19,6=1065353216
6913:0=6913,1=200394,2=20194,3=19,6=1065353216
6914:0=6914,1=200394,2=20194,3=19,6=1065353216
6915:0=6915,1=200394,2=20194,3=19,6=1065353216
6916:0=6916,1=200394,2=20194,3=19,6=1065353216
6917:0=6917,1=200394,2=20194,3=19,6=1065353216
6918:0=6918,1=200394,2=20194,3=19,6=1065353216
6919:0=6919,1=200394,2=20194,3=19,6=1065353216
6920:0=6920,1=200394,2=20194,3=19,6=1065353216
6921:0=6921,1=200394,2=20194,3=19,6=1065353216
6922:0=6922,1=200395,2=20195,3=19,6=1065353216
